iter	Passed	Remaining
16473	709271	1443428
16474	709308	1443373
16475	709342	1443312
16476	709378	1443254
16477	709414	1443195
16478	709449	1443137
16479	709482	1443073
16480	709517	1443014
16481	709612	1443076
16482	709900	1443530
16483	710146	1443900
16484	710367	1444220
16485	710402	1444160
16486	710430	1444087
16487	710458	1444012
16488	710481	1443929
16489	710511	1443859
16490	710537	1443781
16491	710563	1443703
16492	710594	1443636
16493	710620	1443557
16494	710649	1443486
16495	710677	1443412
16496	710706	1443340
16497	710734	1443266
16498	710761	1443191
16499	710794	1443129
16500	710825	1443060
16501	710855	1442990
16502	710889	1442928
16503	710918	1442858
16504	710950	1442791
16505	710979	1442720
16506	711014	1442660
16507	711048	1442599
16508	711081	1442535
16509	711111	1442465
16510	711143	1442402
16511	711185	1442355
16512	711219	1442294
16513	711254	1442234
16514	711295	1442187
16515	711328	1442124
16516	711367	1442073
16517	711402	1442013
16518	711580	1442243
16519	711768	1442494
16520	711953	1442739
16521	712086	1442877
16522	712112	1442800
16523	712139	1442723
16524	712165	1442646
16525	712192	1442570
16526	712220	1442496
16527	712248	1442423
16528	712273	1442344
16529	712300	1442269
16530	712329	1442195
16531	712354	1442116
16532	712387	1442053
16533	712416	1441981
16534	712446	1441912
16535	712473	1441836
16536	712503	1441766
16537	712535	1441700
16538	712569	1441641
16539	712598	1441568
16540	712630	1441502
16541	712663	1441439
16542	712695	1441373
16543	712721	1441296
16544	712753	1441230
16545	712787	1441168
16546	712823	1441113
16547	712858	1441052
16548	712894	1440994
16549	712933	1440944
16550	712968	1440884
16551	713004	1440827
16552	713043	1440776
16553	713079	1440718
16554	713197	1440826
16555	713458	1441224
16556	713753	1441690
16557	713932	1441921
16558	713958	1441843
16559	713985	1441767
16560	714012	1441693
16561	714038	1441615
16562	714065	1441539
16563	714092	1441462
16564	714127	1441404
16565	714153	1441326
16566	714181	1441252
16567	714209	1441178
16568	714241	1441113
16569	714270	1441040
16570	714297	1440967
16571	714328	1440898
16572	714357	1440826
16573	714390	1440764
16574	714419	1440691
16575	714452	1440627
16576	714481	1440557
16577	714514	1440493
16578	714552	1440440
16579	714586	1440379
16580	714622	1440320
16581	714654	1440254
16582	714689	1440195
16583	714721	1440131
16584	714752	1440064
16585	714789	1440008
16586	714821	1439942
16587	714850	1439872
16588	714881	1439803
16589	714915	1439742
16590	715178	1440142
16591	715397	1440453
16592	715661	1440854
16593	715838	1441081
16594	715878	1441031
16595	715905	1440956
16596	715931	1440877
16597	715959	1440804
16598	715986	1440729
16599	716015	1440657
16600	716043	1440584
16601	716070	1440508
16602	716097	1440433
16603	716124	1440356
16604	716155	1440289
16605	716184	1440218
16606	716215	1440151
16607	716244	1440079
16608	716276	1440013
16609	716306	1439943
16610	716340	1439883
16611	716373	1439818
16612	716403	1439749
16613	716437	1439689
16614	716469	1439623
16615	716500	1439555
16616	716532	1439490
16617	716564	1439424
16618	716600	1439366
16619	716636	1439308
16620	716667	1439241
16621	716700	1439178
16622	716737	1439123
16623	716772	1439063
16624	716804	1438999
16625	716846	1438952
16626	717163	1439459
16627	717465	1439936
16628	717710	1440298
16629	717739	1440227
16630	717772	1440162
16631	717798	1440085
16632	717826	1440011
16633	717854	1439938
16634	717883	1439866
16635	717912	1439794
16636	717942	1439725
16637	717969	1439651
16638	718001	1439585
16639	718030	1439512
16640	718058	1439440
16641	718089	1439371
16642	718122	1439307
16643	718155	1439244
16644	718187	1439179
16645	718218	1439112
16646	718247	1439040
16647	718278	1438973
16648	718321	1438929
16649	718350	1438857
16650	718382	1438793
16651	718412	1438724
16652	718447	1438664
16653	718488	1438616
16654	718522	1438555
16655	718555	1438490
16656	718589	1438430
16657	718625	1438372
16658	718656	1438305
16659	718690	1438243
16660	718789	1438312
16661	719198	1439001
16662	719481	1439438
16663	719633	1439613
16664	719659	1439534
16665	719685	1439458
16666	719711	1439380
16667	719738	1439303
16668	719766	1439230
16669	719794	1439157
16670	719822	1439082
16671	719850	1439010
16672	719882	1438944
16673	719912	1438874
16674	719941	1438803
16675	719971	1438733
16676	719998	1438659
16677	720028	1438589
16678	720059	1438521
16679	720093	1438460
16680	720123	1438390
16681	720154	1438322
16682	720182	1438250
16683	720213	1438183
16684	720250	1438127
16685	720284	1438065
16686	720317	1438001
16687	720348	1437935
16688	720381	1437870
16689	720417	1437814
16690	720447	1437743
16691	720479	1437678
16692	720513	1437617
16693	720546	1437553
16694	720577	1437485
16695	720610	1437422
16696	720643	1437358
16697	720824	1437590
16698	721162	1438135
16699	721458	1438597
16700	721575	1438700
16701	721599	1438620
16702	721626	1438543
16703	721654	1438470
16704	721680	1438393
16705	721705	1438313
16706	721733	1438239
16707	721762	1438169
16708	721789	1438092
16709	721818	1438021
16710	721849	1437953
16711	721877	1437880
16712	721907	1437810
16713	721934	1437734
16714	721959	1437656
16715	721993	1437593
16716	722024	1437528
16717	722052	1437454
16718	722083	1437387
16719	722113	1437316
16720	722144	1437250
16721	722172	1437176
16722	722206	1437115
16723	722238	1437050
16724	722272	1436988
16725	722307	1436927
16726	722340	1436864
16727	722378	1436811
16728	722414	1436753
16729	722452	1436699
16730	722487	1436639
16731	722523	1436582
16732	722558	1436524
16733	722662	1436602
16734	722804	1436754
16735	723135	1437284
16736	723512	1437903
16737	723547	1437844
16738	723572	1437764
16739	723597	1437685
16740	723622	1437605
16741	723649	1437531
16742	723677	1437457
16743	723706	1437384
16744	723734	1437311
16745	723763	1437240
16746	723792	1437169
16747	723822	1437099
16748	723854	1437033
16749	723884	1436965
16750	723914	1436895
16751	723948	1436833
16752	723976	1436760
16753	724009	1436697
16754	724038	1436624
16755	724070	1436560
16756	724099	1436489
16757	724137	1436434
16758	724170	1436371
16759	724200	1436301
16760	724235	1436242
16761	724277	1436196
16762	724310	1436132
16763	724347	1436077
16764	724380	1436013
16765	724413	1435951
16766	724446	1435887
16767	724484	1435834
16768	724515	1435767
16769	724611	1435828
16770	724763	1436000
16771	725061	1436462
16772	725312	1436830
16773	725344	1436764
16774	725374	1436695
16775	725401	1436621
16776	725429	1436546
16777	725456	1436471
16778	725486	1436401
16779	725512	1436325
16780	725540	1436250
16781	725569	1436180
16782	725599	1436111
16783	725626	1436035
16784	725656	1435965
16785	725686	1435895
16786	725718	1435829
16787	725747	1435759
16788	725776	1435688
16789	725805	1435617
16790	725836	1435549
16791	725866	1435478
16792	725898	1435414
16793	725930	1435348
16794	725966	1435291
16795	726000	1435230
16796	726034	1435169
16797	726069	1435108
16798	726103	1435048
16799	726138	1434987
16800	726170	1434922
16801	726208	1434869
16802	726240	1434804
16803	726271	1434736
16804	726307	1434678
16805	726615	1435157
16806	726872	1435538
16807	727215	1436087
16808	727249	1436024
16809	727276	1435948
16810	727306	1435878
16811	727332	1435802
16812	727356	1435721
16813	727382	1435644
16814	727409	1435569
16815	727436	1435493
16816	727466	1435422
16817	727498	1435358
16818	727526	1435283
16819	727556	1435214
16820	727588	1435150
16821	727618	1435081
16822	727649	1435013
16823	727681	1434948
16824	727715	1434887
16825	727748	1434822
16826	727781	1434758
16827	727808	1434684
16828	727840	1434618
16829	727870	1434549
16830	727901	1434482
16831	727936	1434422
16832	727969	1434359
16833	727998	1434287
16834	728033	1434228
16835	728068	1434169
16836	728101	1434104
16837	728138	1434049
16838	728171	1433985
16839	728202	1433918
16840	728242	1433870
16841	728643	1434530
16842	728953	1435013
16843	729159	1435290
16844	729183	1435208
16845	729209	1435130
16846	729238	1435058
16847	729269	1434991
16848	729293	1434911
16849	729321	1434837
16850	729348	1434761
16851	729375	1434685
16852	729405	1434616
16853	729435	1434548
16854	729465	1434478
16855	729495	1434409
16856	729521	1434332
16857	729551	1434262
16858	729580	1434190
16859	729608	1434117
16860	729641	1434054
16861	729671	1433985
16862	729703	1433918
16863	729732	1433847
16864	729768	1433789
16865	729801	1433727
16866	729835	1433666
16867	729867	1433600
16868	729901	1433538
16869	729944	1433494
16870	729978	1433432
16871	730010	1433367
16872	730044	1433306
16873	730080	1433248
16874	730112	1433183
16875	730140	1433110
16876	730178	1433056
16877	730360	1433284
16878	730716	1433856
16879	731086	1434454
16880	731121	1434394
16881	731147	1434317
16882	731176	1434246
16883	731204	1434172
16884	731233	1434100
16885	731261	1434028
16886	731288	1433952
16887	731316	1433879
16888	731344	1433805
16889	731375	1433738
16890	731407	1433673
16891	731435	1433599
16892	731464	1433528
16893	731491	1433453
16894	731522	1433385
16895	731554	1433319
16896	731585	1433252
16897	731615	1433183
16898	731646	1433115
16899	731676	1433046
16900	731708	1432981
16901	731744	1432924
16902	731777	1432860
16903	731809	1432795
16904	731840	1432728
16905	731879	1432675
16906	731915	1432617
16907	731954	1432565
16908	731985	1432499
16909	732019	1432437
16910	732053	1432376
16911	732084	1432309
16912	732114	1432239
16913	732262	1432401
16914	732490	1432719
16915	732742	1433083
16916	733094	1433643
16917	733119	1433564
16918	733145	1433488
16919	733171	1433411
16920	733195	1433330
16921	733224	1433259
16922	733256	1433193
16923	733286	1433123
16924	733315	1433051
16925	733344	1432981
16926	733375	1432914
16927	733404	1432841
16928	733432	1432768
16929	733461	1432696
16930	733491	1432628
16931	733522	1432560
16932	733550	1432487
16933	733580	1432418
16934	733614	1432356
16935	733647	1432292
16936	733678	1432225
16937	733711	1432161
16938	733745	1432100
16939	733777	1432034
16940	733812	1431976
16941	733841	1431904
16942	733874	1431841
16943	733912	1431786
16944	733946	1431727
16945	733978	1431660
16946	734014	1431603
16947	734050	1431546
16948	734081	1431479
16949	734187	1431557
16950	734342	1431732
16951	734575	1432057
16952	734902	1432567
16953	734933	1432501
16954	734961	1432428
16955	734986	1432348
16956	735016	1432278
16957	735043	1432204
16958	735071	1432129
16959	735100	1432058
16960	735129	1431988
16961	735160	1431919
16962	735188	1431847
16963	735216	1431773
16964	735247	1431706
16965	735275	1431633
16966	735302	1431558
16967	735331	1431486
16968	735363	1431422
16969	735394	1431353
16970	735424	1431284
16971	735458	1431223
16972	735486	1431149
16973	735515	1431078
16974	735550	1431018
16975	735581	1430952
16976	735611	1430882
16977	735647	1430826
16978	735686	1430774
16979	735719	1430710
16980	735760	1430661
16981	735793	1430599
16982	735827	1430537
16983	735866	1430485
16984	735902	1430427
16985	736311	1431095
16986	736585	1431499
16987	736905	1431993
16988	736938	1431931
16989	736970	1431865
16990	736995	1431786
16991	737022	1431711
16992	737049	1431635
16993	737074	1431557
16994	737102	1431484
16995	737136	1431422
16996	737164	1431348
16997	737193	1431277
16998	737218	1431199
16999	737247	1431127
17000	737278	1431060
17001	737306	1430986
17002	737338	1430920
17003	737370	1430855
17004	737402	1430789
17005	737432	1430720
17006	737464	1430655
17007	737499	1430595
17008	737528	1430524
17009	737563	1430466
17010	737593	1430395
17011	737625	1430331
17012	737660	1430271
17013	737693	1430207
17014	737731	1430154
17015	737768	1430098
17016	737807	1430046
17017	737844	1429991
17018	737878	1429929
17019	737914	1429871
17020	738030	1429969
17021	738345	1430451
17022	738668	1430950
17023	738852	1431178
17024	738878	1431102
17025	738906	1431030
17026	738936	1430959
17027	738962	1430883
17028	738991	1430811
17029	739024	1430747
17030	739052	1430673
17031	739077	1430595
17032	739104	1430521
17033	739136	1430455
17034	739169	1430392
17035	739197	1430318
17036	739226	1430247
17037	739254	1430174
17038	739287	1430109
17039	739319	1430045
17040	739355	1429986
17041	739383	1429913
17042	739412	1429843
17043	739450	1429788
17044	739486	1429732
17045	739517	1429663
17046	739549	1429599
17047	739581	1429533
17048	739614	1429470
17049	739650	1429413
17050	739687	1429356
17051	739720	1429293
17052	739756	1429236
17053	739793	1429180
17054	739825	1429115
17055	739866	1429067
17056	740070	1429332
17057	740335	1429717
17058	740640	1430179
17059	740783	1430329
17060	740812	1430257
17061	740838	1430180
17062	740864	1430103
17063	740895	1430035
17064	740922	1429961
17065	740951	1429890
17066	740980	1429817
17067	741008	1429744
17068	741035	1429670
17069	741062	1429595
17070	741094	1429529
17071	741131	1429474
17072	741164	1429410
17073	741194	1429340
17074	741222	1429267
17075	741252	1429199
17076	741286	1429137
17077	741319	1429074
17078	741349	1429005
17079	741385	1428946
17080	741420	1428886
17081	741451	1428820
17082	741482	1428752
17083	741514	1428686
17084	741552	1428634
17085	741587	1428573
17086	741617	1428503
17087	741652	1428445
17088	741683	1428378
17089	741715	1428312
17090	741748	1428248
17091	741779	1428181
17092	741935	1428354
17093	742102	1428549
17094	742250	1428706
17095	742566	1429187
17096	742596	1429119
17097	742627	1429052
17098	742653	1428975
17099	742679	1428897
17100	742704	1428819
17101	742730	1428741
17102	742761	1428674
17103	742789	1428600
17104	742815	1428525
17105	742845	1428455
17106	742873	1428381
17107	742902	1428311
17108	742932	1428241
17109	742961	1428171
17110	742992	1428103
17111	743021	1428032
17112	743051	1427963
17113	743083	1427897
17114	743114	1427829
17115	743143	1427758
17116	743174	1427692
17117	743204	1427623
17118	743244	1427572
17119	743280	1427515
17120	743311	1427449
17121	743342	1427380
17122	743373	1427314
17123	743408	1427254
17124	743448	1427203
17125	743482	1427143
17126	743523	1427093
17127	743558	1427035
17128	743849	1427465
17129	744082	1427787
17130	744348	1428169
17131	744503	1428340
17132	744529	1428263
17133	744554	1428185
17134	744580	1428107
17135	744605	1428028
17136	744632	1427954
17137	744657	1427875
17138	744686	1427804
17139	744713	1427730
17140	744741	1427655
17141	744769	1427583
17142	744800	1427516
17143	744830	1427447
17144	744858	1427374
17145	744887	1427302
17146	744921	1427240
17147	744958	1427184
17148	744988	1427115
17149	745017	1427045
17150	745048	1426977
17151	745078	1426909
17152	745106	1426836
17153	745141	1426775
17154	745175	1426713
17155	745208	1426650
17156	745238	1426582
17157	745274	1426523
17158	745309	1426465
17159	745345	1426407
17160	745375	1426337
17161	745411	1426281
17162	745444	1426216
17163	745478	1426155
17164	745519	1426106
17165	745885	1426680
17166	746216	1427188
17167	746413	1427437
17168	746448	1427377
17169	746474	1427301
17170	746499	1427223
17171	746526	1427147
17172	746552	1427070
17173	746579	1426994
17174	746606	1426920
17175	746636	1426851
17176	746661	1426771
17177	746688	1426697
17178	746720	1426632
17179	746749	1426561
17180	746779	1426491
17181	746810	1426423
17182	746838	1426350
17183	746867	1426280
17184	746901	1426218
17185	746933	1426153
17186	746963	1426083
17187	746995	1426019
17188	747028	1425956
17189	747061	1425892
17190	747095	1425830
17191	747123	1425758
17192	747159	1425699
17193	747191	1425634
17194	747235	1425591
17195	747272	1425536
17196	747315	1425492
17197	747352	1425436
17198	747390	1425382
17199	747426	1425324
17200	747457	1425257
17201	747826	1425834
17202	748076	1426185
17203	748394	1426665
17204	748425	1426598
17205	748458	1426534
17206	748484	1426457
17207	748514	1426387
17208	748542	1426314
17209	748566	1426234
17210	748599	1426171
17211	748630	1426104
17212	748659	1426033
17213	748688	1425961
17214	748720	1425895
17215	748747	1425821
17216	748779	1425755
17217	748808	1425684
17218	748836	1425611
17219	748864	1425539
17220	748897	1425475
17221	748933	1425418
17222	748962	1425346
17223	748990	1425274
17224	749027	1425218
17225	749062	1425158
17226	749094	1425093
17227	749131	1425036
17228	749165	1424975
17229	749198	1424912
17230	749236	1424857
17231	749268	1424792
17232	749300	1424728
17233	749337	1424671
17234	749369	1424606
17235	749403	1424545
17236	749565	1424727
17237	749853	1425147
17238	750182	1425646
17239	750215	1425584
17240	750240	1425505
17241	750270	1425436
17242	750295	1425356
17243	750322	1425281
17244	750347	1425202
17245	750371	1425123
17246	750402	1425055
17247	750431	1424985
17248	750457	1424908
17249	750484	1424832
17250	750515	1424766
17251	750548	1424701
17252	750576	1424628
17253	750604	1424556
17254	750634	1424487
17255	750665	1424419
17256	750699	1424357
17257	750727	1424284
17258	750756	1424214
17259	750788	1424149
17260	750821	1424086
17261	750861	1424034
17262	750891	1423965
17263	750921	1423898
17264	750955	1423836
17265	750985	1423767
17266	751028	1423722
17267	751062	1423660
17268	751095	1423598
17269	751135	1423548
17270	751170	1423487
17271	751205	1423428
17272	751358	1423592
17273	751578	1423882
17274	752003	1424561
17275	752167	1424746
17276	752192	1424668
17277	752217	1424590
17278	752243	1424512
17279	752268	1424433
17280	752293	1424355
17281	752319	1424279
17282	752346	1424203
17283	752371	1424125
17284	752400	1424053
17285	752427	1423980
17286	752455	1423907
17287	752487	1423840
17288	752516	1423770
17289	752544	1423697
17290	752576	1423632
17291	752608	1423567
17292	752641	1423502
17293	752672	1423436
17294	752703	1423368
17295	752732	1423298
17296	752766	1423236
17297	752799	1423172
17298	752829	1423104
17299	752867	1423050
17300	752903	1422991
17301	752945	1422946
17302	752978	1422883
17303	753010	1422816
17304	753048	1422763
17305	753080	1422698
17306	753113	1422634
17307	753143	1422566
17308	753249	1422639
17309	753382	1422765
17310	753578	1423010
17311	753873	1423440
17312	753906	1423377
17313	753937	1423311
17314	753964	1423236
17315	753992	1423163
17316	754018	1423087
17317	754044	1423010
17318	754073	1422939
17319	754103	1422869
17320	754135	1422804
17321	754165	1422734
17322	754194	1422664
17323	754222	1422592
17324	754258	1422533
17325	754289	1422466
17326	754319	1422397
17327	754349	1422327
17328	754377	1422256
17329	754409	1422189
17330	754442	1422126
17331	754474	1422062
17332	754508	1422000
17333	754546	1421945
17334	754575	1421874
17335	754603	1421802
17336	754635	1421736
17337	754669	1421676
17338	754709	1421625
17339	754740	1421559
17340	754773	1421495
17341	754814	1421447
17342	754847	1421382
17343	754884	1421327
17344	755188	1421774
17345	755433	1422109
17346	755712	1422510
17347	755864	1422669
17348	755889	1422592
17349	755917	1422519
17350	755946	1422447
17351	755971	1422369
17352	755998	1422295
17353	756026	1422222
17354	756057	1422154
17355	756083	1422077
17356	756111	1422006
17357	756143	1421940
17358	756173	1421870
17359	756200	1421796
17360	756229	1421726
17361	756261	1421659
17362	756296	1421600
17363	756326	1421531
17364	756355	1421460
17365	756390	1421401
17366	756426	1421343
17367	756464	1421289
17368	756494	1421219
17369	756523	1421148
17370	756558	1421090
17371	756589	1421022
17372	756626	1420967
17373	756667	1420917
17374	756699	1420853
17375	756734	1420793
17376	756770	1420735
17377	756803	1420672
17378	756840	1420615
17379	757163	1421097
17380	757309	1421245
17381	757542	1421557
17382	757874	1422055
17383	757910	1421997
17384	757935	1421918
17385	757960	1421840
17386	757988	1421767
17387	758013	1421689
17388	758041	1421616
17389	758068	1421541
17390	758096	1421468
17391	758124	1421395
17392	758151	1421321
17393	758182	1421255
17394	758214	1421188
17395	758242	1421116
17396	758270	1421042
17397	758302	1420978
17398	758333	1420911
17399	758364	1420844
17400	758394	1420774
17401	758425	1420708
17402	758457	1420641
17403	758493	1420584
17404	758524	1420518
17405	758558	1420455
17406	758592	1420395
17407	758623	1420328
17408	758656	1420263
17409	758688	1420199
17410	758730	1420151
17411	758763	1420088
17412	758797	1420026
17413	758830	1419963
17414	758862	1419899
17415	758895	1419834
17416	759255	1420384
17417	759581	1420869
17418	759846	1421238
17419	759874	1421165
17420	759910	1421107
17421	759939	1421036
17422	759968	1420965
17423	759995	1420890
17424	760025	1420821
17425	760055	1420753
17426	760082	1420678
17427	760109	1420603
17428	760140	1420537
17429	760170	1420468
17430	760199	1420396
17431	760227	1420324
17432	760255	1420250
17433	760287	1420185
17434	760317	1420116
17435	760353	1420058
17436	760385	1419993
17437	760415	1419925
17438	760448	1419862
17439	760482	1419799
17440	760512	1419730
17441	760544	1419666
17442	760579	1419606
17443	760623	1419563
17444	760662	1419510
17445	760696	1419449
17446	760731	1419389
17447	760762	1419321
17448	760794	1419257
17449	760828	1419196
17450	760861	1419133
17451	761054	1419368
17452	761400	1419887
17453	761676	1420277
17454	761816	1420413
17455	761845	1420343
17456	761870	1420264
17457	761897	1420188
17458	761927	1420120
17459	761953	1420043
17460	761978	1419966
17461	762008	1419895
17462	762038	1419828
17463	762069	1419760
17464	762097	1419687
17465	762126	1419616
17466	762157	1419548
17467	762189	1419484
17468	762224	1419424
17469	762258	1419363
17470	762286	1419290
17471	762315	1419219
17472	762347	1419153
17473	762376	1419083
17474	762405	1419012
17475	762437	1418947
17476	762474	1418891
17477	762512	1418837
17478	762548	1418779
17479	762580	1418713
17480	762613	1418651
17481	762644	1418583
17482	762676	1418518
17483	762715	1418466
17484	762748	1418401
17485	762779	1418335
17486	762813	1418273
17487	762853	1418223
17488	763084	1418527
17489	763254	1418720
17490	763499	1419050
17491	763679	1419259
17492	763704	1419181
17493	763728	1419101
17494	763754	1419024
17495	763780	1418948
17496	763805	1418869
17497	763832	1418794
17498	763861	1418724
17499	763889	1418651
17500	763916	1418577
17501	763942	1418501
17502	763971	1418430
17503	763996	1418352
17504	764027	1418284
17505	764054	1418210
17506	764087	1418145
17507	764114	1418071
17508	764142	1417998
17509	764172	1417931
17510	764203	1417862
17511	764233	1417793
17512	764267	1417733
17513	764296	1417662
17514	764333	1417606
17515	764364	1417539
17516	764398	1417478
17517	764431	1417413
17518	764466	1417354
17519	764504	1417300
17520	764538	1417238
17521	764571	1417176
17522	764609	1417121
17523	764646	1417065
17524	764679	1417002
17525	764803	1417107
17526	764938	1417234
17527	765124	1417453
17528	765408	1417854
17529	765446	1417801
17530	765472	1417725
17531	765499	1417650
17532	765526	1417576
17533	765553	1417500
17534	765578	1417423
17535	765605	1417348
17536	765635	1417279
17537	765668	1417215
17538	765694	1417139
17539	765727	1417076
17540	765759	1417011
17541	765792	1416947
17542	765819	1416873
17543	765849	1416804
17544	765884	1416744
17545	765916	1416679
17546	765946	1416609
17547	765975	1416539
17548	766005	1416470
17549	766037	1416404
17550	766069	1416339
17551	766098	1416269
17552	766130	1416204
17553	766159	1416134
17554	766189	1416064
17555	766228	1416012
17556	766261	1415950
17557	766296	1415889
17558	766334	1415835
17559	766365	1415769
17560	766398	1415705
17561	766433	1415645
17562	766695	1416005
17563	766908	1416273
17564	767150	1416596
17565	767386	1416909
17566	767414	1416835
17567	767440	1416758
17568	767468	1416687
17569	767496	1416613
17570	767524	1416541
17571	767551	1416466
17572	767580	1416396
17573	767609	1416324
17574	767637	1416253
17575	767670	1416188
17576	767697	1416115
17577	767727	1416046
17578	767757	1415977
17579	767787	1415909
17580	767819	1415843
17581	767848	1415773
17582	767876	1415700
17583	767905	1415628
17584	767941	1415572
17585	767972	1415504
17586	768003	1415437
17587	768032	1415367
17588	768068	1415309
17589	768100	1415243
17590	768130	1415174
17591	768162	1415109
17592	768194	1415043
17593	768230	1414986
17594	768275	1414946
17595	768312	1414889
17596	768346	1414828
17597	768377	1414761
17598	768716	1415261
17599	769229	1416081
17600	769268	1416028
17601	769302	1415966
17602	769325	1415886
17603	769351	1415809
17604	769379	1415736
17605	769405	1415660
17606	769434	1415589
17607	769463	1415518
17608	769491	1415447
17609	769523	1415381
17610	769550	1415307
17611	769580	1415238
17612	769608	1415166
17613	769641	1415102
17614	769670	1415031
17615	769700	1414961
17616	769736	1414904
17617	769767	1414838
17618	769798	1414770
17619	769826	1414697
17620	769858	1414633
17621	769895	1414577
17622	769931	1414518
17623	769959	1414446
17624	769992	1414382
17625	770022	1414314
17626	770064	1414267
17627	770099	1414208
17628	770139	1414156
17629	770173	1414095
17630	770204	1414030
17631	770242	1413975
17632	770365	1414076
17633	770664	1414502
17634	770948	1414898
17635	771259	1415345
17636	771287	1415274
17637	771320	1415210
17638	771346	1415134
17639	771375	1415063
17640	771402	1414987
17641	771426	1414909
17642	771454	1414836
17643	771482	1414763
17644	771509	1414689
17645	771536	1414614
17646	771565	1414544
17647	771593	1414471
17648	771620	1414396
17649	771646	1414321
17650	771674	1414249
17651	771705	1414181
17652	771735	1414112
17653	771766	1414044
17654	771794	1413973
17655	771828	1413910
17656	771861	1413847
17657	771893	1413782
17658	771925	1413718
17659	771955	1413649
17660	771989	1413587
17661	772020	1413520
17662	772053	1413457
17663	772094	1413408
17664	772128	1413346
17665	772161	1413283
17666	772201	1413232
17667	772235	1413172
17668	772276	1413123
17669	772394	1413214
17670	772576	1413424
17671	772960	1414003
17672	773196	1414311
17673	773221	1414232
17674	773245	1414152
17675	773271	1414077
17676	773296	1413999
17677	773324	1413926
17678	773355	1413858
17679	773381	1413782
17680	773411	1413715
17681	773438	1413639
17682	773467	1413570
17683	773498	1413501
17684	773528	1413433
17685	773560	1413368
17686	773588	1413296
17687	773618	1413226
17688	773648	1413159
17689	773677	1413086
17690	773704	1413013
17691	773732	1412941
17692	773763	1412873
17693	773795	1412808
17694	773829	1412747
17695	773863	1412685
17696	773896	1412622
17697	773926	1412554
17698	773960	1412491
17699	774000	1412440
17700	774034	1412380
17701	774070	1412322
17702	774108	1412268
17703	774141	1412205
17704	774174	1412141
17705	774212	1412086
17706	774334	1412186
17707	774479	1412326
17708	774781	1412755
17709	774936	1412914
17710	774963	1412839
17711	774989	1412762
17712	775015	1412686
17713	775042	1412612
17714	775066	1412533
17715	775092	1412457
17716	775120	1412385
17717	775150	1412314
17718	775178	1412243
17719	775206	1412170
17720	775234	1412098
17721	775265	1412030
17722	775296	1411963
17723	775324	1411892
17724	775353	1411821
17725	775387	1411760
17726	775416	1411689
17727	775448	1411624
17728	775478	1411554
17729	775508	1411485
17730	775547	1411434
17731	775581	1411373
17732	775612	1411306
17733	775645	1411242
17734	775677	1411178
17735	775713	1411120
17736	775750	1411064
17737	775783	1411000
17738	775812	1410930
17739	775844	1410865
17740	775877	1410801
17741	775910	1410737
17742	775940	1410669
17743	776344	1411280
17744	776597	1411617
17745	776896	1412037
17746	776935	1411984
17747	776964	1411915
17748	776996	1411849
17749	777023	1411774
17750	777049	1411699
17751	777076	1411624
17752	777102	1411548
17753	777133	1411481
17754	777160	1411408
17755	777188	1411335
17756	777219	1411269
17757	777251	1411202
17758	777278	1411129
17759	777305	1411054
17760	777336	1410987
17761	777366	1410919
17762	777395	1410848
17763	777424	1410777
17764	777454	1410709
17765	777483	1410637
17766	777516	1410576
17767	777552	1410516
17768	777587	1410457
17769	777618	1410390
17770	777649	1410324
17771	777684	1410263
17772	777727	1410218
17773	777763	1410161
17774	777800	1410105
17775	777833	1410042
17776	777864	1409975
17777	777900	1409917
17778	777930	1409848
17779	778200	1410215
17780	778440	1410527
17781	778720	1410911
17782	778884	1411084
17783	778910	1411008
17784	778939	1410937
17785	778968	1410867
17786	778994	1410791
17787	779020	1410716
17788	779048	1410643
17789	779079	1410576
17790	779106	1410502
17791	779133	1410428
17792	779164	1410360
17793	779192	1410287
17794	779220	1410215
17795	779250	1410147
17796	779278	1410075
17797	779312	1410014
17798	779343	1409946
17799	779374	1409879
17800	779403	1409808
17801	779436	1409745
17802	779466	1409676
17803	779495	1409607
17804	779526	1409539
17805	779556	1409470
17806	779592	1409413
17807	779628	1409355
17808	779662	1409293
17809	779695	1409230
17810	779726	1409163
17811	779764	1409109
17812	779804	1409059
17813	779838	1408997
17814	779871	1408934
17815	779912	1408885
17816	780130	1409155
17817	780427	1409570
17818	780719	1409975
17819	780758	1409921
17820	780790	1409857
17821	780818	1409783
17822	780848	1409715
17823	780879	1409648
17824	780908	1409578
17825	780935	1409504
17826	780961	1409428
17827	780992	1409361
17828	781023	1409293
17829	781052	1409222
17830	781082	1409155
17831	781110	1409081
17832	781136	1409005
17833	781169	1408942
17834	781199	1408874
17835	781230	1408807
17836	781260	1408738
17837	781289	1408668
17838	781320	1408601
17839	781350	1408532
17840	781380	1408464
17841	781410	1408396
17842	781443	1408332
17843	781479	1408275
17844	781511	1408209
17845	781543	1408145
17846	781574	1408077
17847	781607	1408014
17848	781649	1407967
17849	781682	1407903
17850	781713	1407838
17851	781750	1407780
17852	782023	1408150
17853	782186	1408320
17854	782457	1408685
17855	782728	1409051
17856	782759	1408984
17857	782793	1408923
17858	782819	1408847
17859	782844	1408769
17860	782871	1408695
17861	782899	1408622
17862	782926	1408549
17863	782954	1408477
17864	782985	1408409
17865	783014	1408339
17866	783043	1408269
17867	783071	1408196
17868	783108	1408141
17869	783139	1408073
17870	783169	1408005
