iter	RMSE
6788	0.6957252494
6789	0.6957228335
6790	0.6957210512
6791	0.695719461
6792	0.6957176034
6793	0.6957159068
6794	0.695713763
6795	0.6957115564
6796	0.6957093927
6797	0.6957071515
6798	0.6957053363
6799	0.6957026796
6800	0.695700763
6801	0.6956987072
6802	0.6956966903
6803	0.6956944021
6804	0.6956929406
6805	0.6956906796
6806	0.6956884125
6807	0.6956866972
6808	0.6956851831
6809	0.695683561
6810	0.6956816009
6811	0.6956798768
6812	0.6956782065
6813	0.6956758979
6814	0.6956742283
6815	0.6956724573
6816	0.6956698917
6817	0.6956675514
6818	0.6956655809
6819	0.6956626014
6820	0.6956603514
6821	0.6956586424
6822	0.6956563648
6823	0.6956546104
6824	0.6956524919
6825	0.6956499636
6826	0.6956479494
6827	0.6956457694
6828	0.6956437859
6829	0.6956412753
6830	0.6956391921
6831	0.6956375057
6832	0.6956360164
6833	0.6956336224
6834	0.6956316018
6835	0.6956301494
6836	0.6956279594
6837	0.6956256545
6838	0.6956232511
6839	0.6956210002
6840	0.6956189
6841	0.6956171146
6842	0.6956150597
6843	0.6956124478
6844	0.6956094736
6845	0.6956076711
6846	0.6956064218
6847	0.6956050446
6848	0.69560312
6849	0.6956009931
6850	0.6955990813
6851	0.6955971698
6852	0.6955954686
6853	0.6955931813
6854	0.6955908024
6855	0.6955889251
6856	0.6955870126
6857	0.6955849655
6858	0.6955830424
6859	0.6955809049
6860	0.6955790239
6861	0.6955770983
6862	0.6955743676
6863	0.6955728664
6864	0.6955706057
6865	0.6955681783
6866	0.6955661408
6867	0.6955642051
6868	0.6955622739
6869	0.6955603858
6870	0.6955582348
6871	0.6955562586
6872	0.6955547808
6873	0.6955523571
6874	0.695550259
6875	0.6955484136
6876	0.6955468576
6877	0.695544803
6878	0.6955428754
6879	0.6955409568
6880	0.6955391664
6881	0.6955361172
6882	0.6955337313
6883	0.6955316739
6884	0.6955289099
6885	0.6955273267
6886	0.6955253142
6887	0.6955229749
6888	0.6955205947
6889	0.6955185791
6890	0.6955162442
6891	0.6955143951
6892	0.6955126481
6893	0.6955109627
6894	0.6955088619
6895	0.6955069372
6896	0.6955058502
6897	0.6955040702
6898	0.6955023259
6899	0.6955007346
6900	0.6954989111
6901	0.6954968443
6902	0.6954943237
6903	0.6954922873
6904	0.6954899171
6905	0.6954876331
6906	0.6954859268
6907	0.6954837066
6908	0.6954816535
6909	0.6954788506
6910	0.695477322
6911	0.6954756929
6912	0.6954733179
6913	0.6954712878
6914	0.6954685315
6915	0.6954664745
6916	0.695464772
6917	0.6954629063
6918	0.6954607361
6919	0.695458411
6920	0.6954565371
6921	0.6954545824
6922	0.6954521834
6923	0.6954507786
6924	0.6954487755
6925	0.6954470262
6926	0.695444822
6927	0.6954423279
6928	0.6954402643
6929	0.6954384679
6930	0.695436536
6931	0.6954343657
6932	0.6954323635
6933	0.6954298122
6934	0.6954271913
6935	0.6954247041
6936	0.6954226492
6937	0.6954199659
6938	0.6954182107
6939	0.6954164467
6940	0.6954142447
6941	0.6954127276
6942	0.6954111567
6943	0.6954093807
6944	0.6954074957
6945	0.6954052758
6946	0.6954025406
6947	0.6954000864
6948	0.6953978611
6949	0.6953962671
6950	0.6953940856
6951	0.6953924181
6952	0.6953906006
6953	0.6953887707
6954	0.6953869407
6955	0.6953843566
6956	0.6953822965
6957	0.6953803534
6958	0.6953783728
6959	0.6953758259
6960	0.6953734801
6961	0.695371724
6962	0.6953695842
6963	0.6953677215
6964	0.6953652681
6965	0.6953630599
6966	0.6953614718
6967	0.695359565
6968	0.6953576075
6969	0.6953552656
6970	0.695353311
6971	0.6953508589
6972	0.6953487198
6973	0.6953469754
6974	0.6953451045
6975	0.6953432709
6976	0.6953413105
6977	0.6953396657
6978	0.6953374883
6979	0.6953350178
6980	0.6953324729
6981	0.6953303437
6982	0.6953289792
6983	0.6953275382
6984	0.6953263108
6985	0.6953246139
6986	0.6953229025
6987	0.6953206976
6988	0.6953188379
6989	0.6953166372
6990	0.6953149305
6991	0.6953129696
6992	0.6953111745
6993	0.6953098423
6994	0.6953079319
6995	0.6953059119
6996	0.6953043384
6997	0.695302708
6998	0.6953007549
6999	0.695298855
7000	0.6952969089
7001	0.695294368
7002	0.695292263
7003	0.6952899845
7004	0.6952876309
7005	0.6952860006
7006	0.6952839376
7007	0.6952823089
7008	0.6952802753
7009	0.6952782695
7010	0.6952764547
7011	0.6952738742
7012	0.6952718578
7013	0.6952705856
7014	0.6952684479
7015	0.6952666706
7016	0.6952646284
7017	0.6952626663
7018	0.6952606517
7019	0.6952586906
7020	0.6952569865
7021	0.6952550338
7022	0.6952533277
7023	0.6952511923
7024	0.695249437
7025	0.6952470092
7026	0.6952450875
7027	0.6952431068
7028	0.6952418341
7029	0.6952393689
7030	0.6952371534
7031	0.6952352912
7032	0.695233444
7033	0.695231557
7034	0.6952295644
7035	0.6952272286
7036	0.6952253468
7037	0.6952232402
7038	0.6952217027
7039	0.6952194907
7040	0.6952177071
7041	0.695215962
7042	0.6952139496
7043	0.6952115163
7044	0.6952095123
7045	0.6952074538
7046	0.6952056094
7047	0.6952034577
7048	0.6952017518
7049	0.6952001096
7050	0.6951982646
7051	0.6951955038
7052	0.6951931613
7053	0.6951914796
7054	0.6951891409
7055	0.6951872341
7056	0.6951848795
7057	0.6951830195
7058	0.6951810097
7059	0.6951790398
7060	0.6951768959
7061	0.6951747002
7062	0.6951726701
7063	0.6951710941
7064	0.6951690611
7065	0.6951666101
7066	0.6951649414
7067	0.6951625174
7068	0.6951605811
7069	0.6951588669
7070	0.6951566711
7071	0.6951545603
7072	0.6951527299
7073	0.695150967
7074	0.6951490432
7075	0.6951469839
7076	0.6951452451
7077	0.6951435162
7078	0.6951415464
7079	0.6951390526
7080	0.6951368334
7081	0.6951346775
7082	0.695132241
7083	0.6951306604
7084	0.6951281847
7085	0.6951260125
7086	0.6951240681
7087	0.6951221437
7088	0.6951199522
7089	0.6951181623
7090	0.6951158429
7091	0.6951138458
7092	0.6951123702
7093	0.6951109081
7094	0.6951088247
7095	0.6951071994
7096	0.6951052665
7097	0.6951037272
7098	0.695101695
7099	0.6950999153
7100	0.6950982087
7101	0.6950962131
7102	0.6950942982
7103	0.6950916904
7104	0.6950899667
7105	0.6950879501
7106	0.6950861934
7107	0.6950842519
7108	0.6950819279
7109	0.695079685
7110	0.6950779206
7111	0.6950765509
7112	0.6950752399
7113	0.6950735781
7114	0.6950711998
7115	0.6950696942
7116	0.6950676517
7117	0.6950651371
7118	0.6950631684
7119	0.6950614677
7120	0.6950593906
7121	0.6950580928
7122	0.6950562331
7123	0.6950539055
7124	0.6950516988
7125	0.6950499332
7126	0.6950478341
7127	0.6950462735
7128	0.6950440643
7129	0.6950425474
7130	0.6950407033
7131	0.6950390343
7132	0.6950370689
7133	0.6950343963
7134	0.6950320996
7135	0.6950303225
7136	0.6950287171
7137	0.6950267534
7138	0.6950249308
7139	0.6950236019
7140	0.6950213023
7141	0.6950198825
7142	0.695018189
7143	0.6950164513
7144	0.6950146074
7145	0.6950127699
7146	0.6950105355
7147	0.6950081374
7148	0.6950064367
7149	0.6950041729
7150	0.6950021786
7151	0.6949996446
7152	0.6949974945
7153	0.6949948851
7154	0.6949928902
7155	0.6949909122
7156	0.6949896789
7157	0.6949880686
7158	0.6949859897
7159	0.6949833101
7160	0.6949814117
7161	0.6949793254
7162	0.6949769813
7163	0.6949749368
7164	0.6949730297
7165	0.6949706101
7166	0.6949684558
7167	0.6949668616
7168	0.6949645565
7169	0.6949625557
7170	0.6949604125
7171	0.6949584577
7172	0.6949564753
7173	0.6949546184
7174	0.6949532256
7175	0.6949512918
7176	0.6949497563
7177	0.694948321
7178	0.6949463162
7179	0.6949440183
7180	0.6949427216
7181	0.6949412131
7182	0.6949389041
7183	0.6949365198
7184	0.6949346636
7185	0.6949326466
7186	0.6949307876
7187	0.6949288263
7188	0.6949272411
7189	0.6949247474
7190	0.694922755
7191	0.6949215014
7192	0.694919675
7193	0.6949173455
7194	0.6949151667
7195	0.6949137839
7196	0.6949120062
7197	0.694910715
7198	0.6949090479
7199	0.6949074143
7200	0.694905939
7201	0.6949036175
7202	0.6949016665
7203	0.6948996206
7204	0.6948971621
7205	0.6948952273
7206	0.6948933453
7207	0.6948914731
7208	0.6948890072
7209	0.6948864476
7210	0.6948845612
7211	0.6948830105
7212	0.6948807478
7213	0.6948791728
7214	0.6948770272
7215	0.6948753533
7216	0.6948738168
7217	0.694872025
7218	0.6948705079
7219	0.694868706
7220	0.6948666964
7221	0.6948644556
7222	0.6948627372
7223	0.6948610744
7224	0.6948594045
7225	0.6948572829
7226	0.6948552942
7227	0.6948530463
7228	0.6948511211
7229	0.694849288
7230	0.6948466338
7231	0.6948448877
7232	0.6948426888
7233	0.6948414044
7234	0.6948395747
7235	0.6948375912
7236	0.6948358253
7237	0.6948341165
7238	0.6948320388
7239	0.6948295915
7240	0.6948277079
7241	0.6948257274
7242	0.6948240127
7243	0.6948223842
7244	0.6948205949
7245	0.6948183302
7246	0.6948168958
7247	0.6948147274
7248	0.694813052
7249	0.6948103878
7250	0.6948086247
7251	0.6948069875
7252	0.6948048916
7253	0.6948030924
7254	0.6948013407
7255	0.6947993977
7256	0.6947973182
7257	0.6947954278
7258	0.6947935802
7259	0.6947916087
7260	0.6947897394
7261	0.6947868844
7262	0.6947851714
7263	0.6947829577
7264	0.6947810805
7265	0.6947790542
7266	0.6947771738
7267	0.6947750034
7268	0.694772601
7269	0.6947708191
7270	0.6947691433
7271	0.6947677633
7272	0.6947659163
7273	0.694763901
7274	0.6947620146
7275	0.6947601775
7276	0.6947581519
7277	0.6947561371
7278	0.6947541586
7279	0.6947524396
7280	0.6947503462
7281	0.6947489479
7282	0.6947476135
7283	0.6947459966
7284	0.6947435813
7285	0.6947415448
7286	0.694740051
7287	0.6947377708
7288	0.6947355819
7289	0.6947336686
7290	0.6947308705
7291	0.6947288738
7292	0.6947263295
7293	0.6947240847
7294	0.6947228279
7295	0.6947204611
7296	0.6947177866
7297	0.6947152801
7298	0.6947140818
7299	0.6947122178
7300	0.6947097497
7301	0.6947079116
7302	0.6947056358
7303	0.6947043843
7304	0.6947022973
7305	0.6947002966
7306	0.6946989486
7307	0.6946968506
7308	0.6946951218
7309	0.6946937573
7310	0.6946921119
7311	0.6946900509
7312	0.6946876371
7313	0.6946856928
7314	0.6946839708
7315	0.6946820391
7316	0.6946800408
7317	0.6946781574
7318	0.6946759967
7319	0.6946741787
7320	0.6946719698
7321	0.6946701049
7322	0.6946682057
7323	0.6946661511
7324	0.6946640997
7325	0.694661665
7326	0.6946593333
7327	0.6946573401
7328	0.6946560032
7329	0.6946541316
7330	0.6946520294
7331	0.6946496145
7332	0.69464795
7333	0.6946460807
7334	0.6946440622
7335	0.6946421026
7336	0.6946396212
7337	0.6946381719
7338	0.6946369884
7339	0.694634357
7340	0.694631914
7341	0.6946297204
7342	0.6946273661
7343	0.6946256047
7344	0.6946236034
7345	0.6946215968
7346	0.6946199082
7347	0.6946181275
7348	0.694616067
7349	0.6946140391
7350	0.694611878
7351	0.6946098043
7352	0.6946075076
7353	0.6946057695
7354	0.6946037401
7355	0.6946015227
7356	0.6945994331
7357	0.6945977568
7358	0.6945958414
7359	0.694594287
7360	0.6945921603
7361	0.6945896434
7362	0.6945879137
7363	0.694585979
7364	0.6945838528
7365	0.6945817836
7366	0.6945797571
7367	0.6945775316
7368	0.6945761117
7369	0.6945746015
7370	0.6945721956
7371	0.6945705684
7372	0.6945688274
7373	0.694567193
7374	0.6945653025
7375	0.6945630848
7376	0.6945613134
7377	0.6945592175
7378	0.6945574571
7379	0.6945556367
7380	0.6945532625
7381	0.6945515514
7382	0.694549419
7383	0.6945472141
7384	0.6945450465
7385	0.6945431087
7386	0.6945409706
7387	0.6945387026
7388	0.6945360302
7389	0.6945339266
7390	0.6945319598
7391	0.694529948
7392	0.6945281231
7393	0.6945260566
7394	0.6945236189
7395	0.6945219842
7396	0.6945199924
7397	0.6945181524
7398	0.6945160003
7399	0.6945138948
7400	0.6945120372
7401	0.6945099185
7402	0.6945079183
7403	0.694506312
7404	0.6945047831
7405	0.6945025107
7406	0.6944999406
7407	0.6944980555
7408	0.6944956665
7409	0.694493969
7410	0.6944919149
7411	0.6944906671
7412	0.6944883765
7413	0.6944865183
7414	0.6944846691
7415	0.6944821131
7416	0.6944805109
7417	0.6944791702
7418	0.6944772254
7419	0.6944749294
7420	0.6944728769
7421	0.6944702647
7422	0.6944682105
7423	0.6944662537
7424	0.6944644086
7425	0.6944623604
7426	0.6944600022
7427	0.6944586047
7428	0.6944569755
7429	0.6944551978
7430	0.6944526801
7431	0.69445058
7432	0.6944489078
7433	0.6944474321
7434	0.6944457068
7435	0.6944440223
7436	0.6944424039
7437	0.6944405356
7438	0.6944383085
7439	0.6944361877
7440	0.69443443
7441	0.6944325236
7442	0.6944310385
7443	0.6944290594
7444	0.6944271162
7445	0.6944256882
7446	0.6944234655
7447	0.6944217307
7448	0.6944197474
7449	0.6944177446
7450	0.6944154858
7451	0.6944139258
7452	0.6944117008
7453	0.6944103858
7454	0.6944086509
7455	0.6944069815
7456	0.6944054584
7457	0.694403036
7458	0.694400979
7459	0.6943994313
7460	0.6943977897
7461	0.6943963019
7462	0.6943948626
7463	0.6943933182
7464	0.6943906503
7465	0.6943883332
7466	0.6943865564
7467	0.6943846828
7468	0.6943825169
7469	0.6943802362
7470	0.6943774491
7471	0.6943752939
7472	0.6943732814
7473	0.6943714172
7474	0.6943697069
7475	0.6943675895
7476	0.6943657373
7477	0.6943635277
7478	0.6943613271
7479	0.694359575
7480	0.6943574432
7481	0.69435546
7482	0.6943535882
7483	0.6943519279
7484	0.6943496601
7485	0.6943479323
7486	0.6943462238
7487	0.6943444465
7488	0.6943426956
7489	0.6943410855
7490	0.6943389554
7491	0.6943369922
7492	0.6943350342
7493	0.694333748
7494	0.6943321921
7495	0.6943305142
7496	0.6943282945
7497	0.694326723
7498	0.6943241381
7499	0.6943224038
7500	0.694320739
7501	0.6943187334
7502	0.694316979
7503	0.6943146646
7504	0.6943128115
7505	0.6943109649
7506	0.694309461
7507	0.6943079573
7508	0.6943061862
7509	0.694303621
7510	0.6943013718
7511	0.6942991549
7512	0.6942975521
7513	0.6942960569
7514	0.6942946847
7515	0.6942933835
7516	0.6942916397
7517	0.6942899865
7518	0.6942878851
7519	0.694285869
7520	0.6942834732
7521	0.694281411
7522	0.6942799792
7523	0.6942775396
7524	0.6942756061
7525	0.6942730755
7526	0.6942718658
7527	0.6942698519
7528	0.6942684465
7529	0.6942656647
7530	0.6942637841
7531	0.6942623943
7532	0.6942604013
7533	0.6942583056
7534	0.6942565254
7535	0.6942548055
7536	0.6942531154
7537	0.6942514186
7538	0.6942491892
7539	0.6942471667
7540	0.6942451284
7541	0.6942428814
7542	0.6942408785
7543	0.6942394097
7544	0.6942379537
7545	0.6942358801
7546	0.6942340892
7547	0.694232049
7548	0.6942304723
7549	0.694228651
7550	0.6942266444
7551	0.6942250053
7552	0.694223011
7553	0.6942213601
7554	0.6942192189
7555	0.6942174624
7556	0.6942150506
7557	0.6942133838
7558	0.6942115064
7559	0.694209095
7560	0.6942068243
7561	0.6942047881
7562	0.6942025547
7563	0.694200561
7564	0.6941984662
7565	0.6941961086
7566	0.6941945356
7567	0.6941924191
7568	0.6941901786
7569	0.694188332
7570	0.6941864831
7571	0.6941836697
7572	0.6941816263
7573	0.6941791165
7574	0.6941768232
7575	0.6941746163
7576	0.6941731072
7577	0.6941711307
7578	0.6941692968
7579	0.6941674813
7580	0.6941655997
7581	0.6941643966
7582	0.6941628639
7583	0.6941610069
7584	0.6941594782
7585	0.6941570772
7586	0.6941551238
7587	0.6941529461
7588	0.6941515311
7589	0.6941491216
7590	0.6941463004
7591	0.6941446877
7592	0.6941426062
7593	0.6941406812
7594	0.6941389626
7595	0.6941365253
7596	0.6941344774
7597	0.6941328202
7598	0.6941310541
7599	0.6941286122
7600	0.6941265641
7601	0.6941248543
7602	0.6941232548
7603	0.6941217166
7604	0.6941194802
7605	0.6941179155
7606	0.6941161198
7607	0.6941142366
7608	0.6941119051
7609	0.6941100383
7610	0.6941085641
7611	0.6941066568
7612	0.6941052412
7613	0.6941035646
7614	0.6941018509
7615	0.6941005941
7616	0.6940983961
7617	0.6940959786
7618	0.6940933573
7619	0.6940914971
7620	0.6940895386
7621	0.6940875229
7622	0.6940851149
7623	0.6940827551
7624	0.6940816573
7625	0.694079528
7626	0.6940775371
7627	0.6940758165
7628	0.6940742158
7629	0.6940720764
7630	0.6940698577
7631	0.6940680074
7632	0.6940660164
7633	0.6940642544
7634	0.6940623913
7635	0.6940611734
7636	0.69405964
7637	0.6940576964
7638	0.6940555388
7639	0.6940538315
7640	0.6940517585
7641	0.6940498236
7642	0.6940482813
7643	0.6940460221
7644	0.6940440932
7645	0.6940431623
7646	0.6940414245
7647	0.6940394337
7648	0.6940375327
7649	0.6940356567
7650	0.6940339298
7651	0.6940320757
7652	0.6940305706
7653	0.6940286627
7654	0.69402646
7655	0.6940248431
7656	0.6940232705
7657	0.6940214618
7658	0.6940199138
7659	0.6940181129
7660	0.6940162739
7661	0.6940143984
7662	0.6940128038
7663	0.694010526
7664	0.6940086962
7665	0.6940070583
7666	0.6940050383
7667	0.6940028791
7668	0.6940014992
7669	0.693999812
7670	0.6939978808
7671	0.6939953993
7672	0.693993891
7673	0.6939921492
7674	0.6939901718
7675	0.6939880197
7676	0.6939862357
7677	0.6939844987
7678	0.6939827492
7679	0.6939805221
7680	0.6939789189
7681	0.693977123
7682	0.6939751355
7683	0.6939739442
7684	0.6939724953
7685	0.6939701497
7686	0.6939680364
7687	0.6939653989
7688	0.6939632271
7689	0.6939610069
7690	0.6939598459
7691	0.6939572886
7692	0.6939553403
7693	0.6939534514
7694	0.693951889
7695	0.6939497806
7696	0.6939472235
7697	0.6939453384
7698	0.693943923
7699	0.6939420865
7700	0.6939397765
7701	0.6939379893
7702	0.693935776
7703	0.6939340549
7704	0.6939326089
7705	0.6939306377
7706	0.6939288221
7707	0.6939271505
7708	0.6939251261
7709	0.6939228402
7710	0.6939209532
7711	0.6939186038
7712	0.693916955
7713	0.6939150481
7714	0.6939130663
7715	0.6939106129
7716	0.6939083974
7717	0.6939068727
7718	0.693904807
7719	0.6939033196
7720	0.6939015823
7721	0.6939001813
7722	0.6938986015
7723	0.6938960888
7724	0.6938944947
7725	0.6938924655
7726	0.6938900167
7727	0.6938880811
7728	0.693886229
7729	0.6938844086
7730	0.693882716
7731	0.693881294
7732	0.6938796397
7733	0.693878392
7734	0.6938766431
7735	0.6938748423
7736	0.6938731294
7737	0.6938711418
7738	0.6938694841
7739	0.69386708
7740	0.6938649849
7741	0.6938627767
7742	0.6938612635
7743	0.6938597569
7744	0.6938579993
7745	0.693856738
7746	0.6938541166
7747	0.6938524339
7748	0.6938503777
7749	0.6938485946
7750	0.6938463762
7751	0.6938444463
7752	0.6938430002
7753	0.6938412859
7754	0.6938384598
7755	0.6938359067
7756	0.6938337251
7757	0.693831636
7758	0.6938302693
7759	0.6938284795
7760	0.6938266878
7761	0.69382532
7762	0.6938234197
7763	0.6938215602
7764	0.693819635
7765	0.6938170959
7766	0.6938151358
7767	0.6938136752
7768	0.6938122516
7769	0.6938103417
7770	0.6938087419
7771	0.6938069633
7772	0.6938053772
7773	0.6938034843
7774	0.6938008026
7775	0.6937982189
7776	0.6937962331
7777	0.6937939132
7778	0.6937921749
7779	0.6937898882
7780	0.6937881072
7781	0.693786413
7782	0.6937840234
7783	0.6937817152
7784	0.6937793492
7785	0.6937770311
7786	0.6937747341
7787	0.6937723996
7788	0.6937709088
7789	0.6937688654
7790	0.6937670522
7791	0.6937649614
7792	0.6937630595
7793	0.6937611335
7794	0.6937593246
7795	0.6937573965
7796	0.6937549925
7797	0.6937536277
7798	0.6937519089
7799	0.6937502086
7800	0.6937481363
7801	0.6937459015
7802	0.693744081
7803	0.6937425584
7804	0.6937406565
7805	0.6937385111
7806	0.6937366235
7807	0.6937347483
7808	0.6937328847
7809	0.6937309257
7810	0.6937292911
7811	0.6937272385
7812	0.6937252071
7813	0.693723412
7814	0.6937215472
7815	0.6937194395
7816	0.6937176321
7817	0.6937150973
7818	0.6937133036
7819	0.6937112464
7820	0.6937091293
7821	0.6937074488
7822	0.6937056671
7823	0.6937037707
7824	0.6937021204
7825	0.6937005284
7826	0.6936988409
7827	0.6936969898
7828	0.6936952846
7829	0.6936935234
7830	0.6936913698
7831	0.6936894507
7832	0.6936880525
7833	0.6936866392
7834	0.6936841773
7835	0.6936823556
7836	0.6936802215
7837	0.6936778239
7838	0.6936754207
7839	0.6936735855
7840	0.6936717986
7841	0.6936699126
7842	0.6936678173
7843	0.6936659312
7844	0.6936639052
7845	0.6936611967
7846	0.6936591592
7847	0.6936572965
7848	0.6936557821
7849	0.6936542396
7850	0.6936525231
7851	0.6936502529
7852	0.6936480677
7853	0.6936457587
7854	0.6936439725
7855	0.6936422977
7856	0.6936408607
7857	0.6936387934
7858	0.6936371496
7859	0.6936354297
7860	0.6936339886
7861	0.6936316933
7862	0.6936299063
7863	0.6936283523
7864	0.6936269863
7865	0.6936252731
7866	0.6936233114
7867	0.6936218464
7868	0.6936205118
7869	0.6936187447
7870	0.6936165005
7871	0.693614198
7872	0.6936122577
7873	0.6936108748
7874	0.6936091395
7875	0.6936073606
7876	0.693605358
7877	0.6936035381
7878	0.6936018271
7879	0.6935997758
7880	0.693597919
7881	0.6935958832
7882	0.6935939861
7883	0.6935921125
7884	0.693590053
7885	0.6935885727
7886	0.6935868733
7887	0.693584986
7888	0.6935839123
7889	0.6935821362
7890	0.6935801337
7891	0.693578372
7892	0.6935768255
7893	0.6935745858
7894	0.6935729243
7895	0.693570814
7896	0.6935693267
7897	0.6935681105
7898	0.6935668281
7899	0.6935652827
7900	0.6935632722
7901	0.6935618269
7902	0.6935601705
7903	0.6935586625
7904	0.6935562079
7905	0.6935543607
7906	0.6935524237
7907	0.6935504511
7908	0.6935482892
7909	0.6935461229
7910	0.6935443628
7911	0.6935423081
7912	0.6935402874
7913	0.69353827
7914	0.693536677
7915	0.693534804
7916	0.6935330635
7917	0.6935310618
7918	0.6935291561
7919	0.6935271057
7920	0.6935249504
7921	0.6935228962
7922	0.6935205104
7923	0.693518874
7924	0.6935165766
7925	0.6935148255
7926	0.6935126623
7927	0.6935102951
7928	0.6935086716
7929	0.6935068125
7930	0.6935051758
7931	0.693503069
7932	0.6935010768
7933	0.6934993477
7934	0.6934970567
7935	0.6934951651
7936	0.6934932263
7937	0.6934916038
7938	0.6934894869
7939	0.6934879158
7940	0.6934856116
7941	0.6934839224
7942	0.6934816576
7943	0.6934794842
7944	0.693476861
7945	0.6934753967
7946	0.693474259
7947	0.6934723427
7948	0.6934700598
7949	0.6934684037
7950	0.6934657661
7951	0.6934631664
7952	0.6934610114
7953	0.693459164
7954	0.6934575886
7955	0.6934555928
7956	0.6934543075
7957	0.6934524592
7958	0.6934512102
7959	0.6934488412
7960	0.693446639
7961	0.693444384
7962	0.6934422763
7963	0.6934402851
7964	0.6934387961
7965	0.6934366132
7966	0.6934351606
7967	0.6934336779
7968	0.6934313994
7969	0.6934296751
7970	0.6934278501
7971	0.6934261464
7972	0.6934244123
7973	0.6934226846
7974	0.6934207704
7975	0.6934189494
7976	0.6934171453
7977	0.6934148084
7978	0.6934135491
7979	0.693411734
7980	0.6934101917
7981	0.6934082364
7982	0.6934059858
7983	0.693403927
7984	0.6934028211
7985	0.6934010482
7986	0.6933993079
7987	0.6933974267
7988	0.6933959401
7989	0.6933942935
7990	0.6933918272
7991	0.6933905335
7992	0.6933882222
7993	0.6933865986
7994	0.693384577
7995	0.6933829597
7996	0.6933807537
7997	0.693379506
7998	0.6933775451
7999	0.693375936
8000	0.6933745833
8001	0.6933730463
8002	0.6933714357
8003	0.6933694668
8004	0.6933673899
8005	0.6933653734
8006	0.6933630957
8007	0.6933607524
8008	0.6933587036
8009	0.6933565546
8010	0.6933545821
8011	0.6933530898
8012	0.693351154
8013	0.6933495316
8014	0.6933475723
8015	0.6933459346
8016	0.6933441723
8017	0.6933426415
8018	0.6933403841
8019	0.6933387174
8020	0.693336529
8021	0.6933342363
8022	0.6933321817
8023	0.6933304302
8024	0.6933285537
8025	0.6933270012
8026	0.693325574
8027	0.6933237766
8028	0.6933216323
8029	0.6933198193
8030	0.6933181714
8031	0.6933160589
8032	0.6933138212
8033	0.6933124045
8034	0.6933105445
8035	0.6933083662
8036	0.6933061134
8037	0.6933042253
8038	0.6933030223
8039	0.6933011751
8040	0.6932989504
8041	0.6932969894
8042	0.6932950655
8043	0.6932934089
8044	0.6932912506
8045	0.6932896563
8046	0.6932876906
8047	0.6932853561
8048	0.6932836953
8049	0.6932814352
8050	0.6932797605
8051	0.6932778344
8052	0.6932759855
8053	0.6932738405
8054	0.6932717987
8055	0.6932701161
8056	0.6932685351
8057	0.6932664429
8058	0.6932646376
8059	0.6932626436
8060	0.6932613619
8061	0.6932599579
8062	0.6932576657
8063	0.6932558013
8064	0.6932538093
8065	0.6932522754
8066	0.6932503194
8067	0.6932486132
8068	0.6932471239
8069	0.6932451933
8070	0.6932436601
8071	0.6932416827
8072	0.6932393535
8073	0.6932374924
8074	0.6932353541
8075	0.693233653
8076	0.6932316691
8077	0.6932298851
8078	0.6932279086
8079	0.6932258337
8080	0.6932241336
8081	0.6932221659
8082	0.6932197308
8083	0.6932171902
8084	0.6932148586
8085	0.6932129521
8086	0.6932114191
8087	0.6932093744
8088	0.6932078365
8089	0.6932060896
8090	0.6932043292
8091	0.693202443
8092	0.6932004416
8093	0.6931983206
8094	0.6931966669
8095	0.6931945669
8096	0.6931927369
8097	0.6931913463
8098	0.6931894146
8099	0.6931875943
8100	0.6931857944
8101	0.6931840294
8102	0.6931822576
8103	0.6931804557
8104	0.6931779473
8105	0.6931761895
8106	0.6931741049
8107	0.693172046
8108	0.6931706083
8109	0.6931693441
8110	0.6931680236
8111	0.6931663468
8112	0.6931641749
8113	0.6931627552
8114	0.6931606233
8115	0.6931588404
8116	0.693156512
8117	0.6931546644
8118	0.6931527868
8119	0.6931509855
8120	0.6931489165
8121	0.6931468197
8122	0.6931453239
8123	0.6931432125
8124	0.693141434
8125	0.6931394653
8126	0.693137381
8127	0.6931356078
8128	0.6931345999
8129	0.6931329011
8130	0.6931299582
8131	0.693127953
8132	0.693126301
8133	0.6931249853
8134	0.6931233018
8135	0.6931211926
8136	0.6931194627
8137	0.6931172994
8138	0.6931155188
8139	0.6931130122
8140	0.6931111223
8141	0.6931089625
8142	0.6931073728
8143	0.693105617
8144	0.6931039359
8145	0.6931019002
8146	0.6931001195
8147	0.693098469
8148	0.6930963375
8149	0.693094799
8150	0.6930926452
8151	0.6930910649
8152	0.6930897159
8153	0.6930882095
8154	0.6930863285
8155	0.6930845419
8156	0.6930828632
8157	0.6930813032
8158	0.6930796501
8159	0.6930778191
8160	0.6930760675
8161	0.6930744969
8162	0.6930724794
8163	0.693070383
8164	0.6930685872
8165	0.6930671919
8166	0.6930654637
8167	0.693063807
8168	0.6930618079
8169	0.6930596349
8170	0.6930580698
8171	0.6930560271
8172	0.6930547015
8173	0.6930532395
8174	0.6930519015
8175	0.6930503962
8176	0.6930483343
8177	0.6930469281
8178	0.6930452402
8179	0.6930437006
8180	0.6930422918
8181	0.69303956
8182	0.69303805
8183	0.6930367266
8184	0.6930349754
8185	0.6930329371
8186	0.6930307886
8187	0.6930288752
8188	0.6930270793
8189	0.6930253774
8190	0.6930226113
8191	0.6930210406
8192	0.6930195117
8193	0.6930176195
8194	0.6930158263
8195	0.6930141924
8196	0.6930126277
8197	0.6930110535
8198	0.6930093497
8199	0.6930070592
8200	0.6930055677
